"V1","V2","V3","V4","V5","V6"
1525,2050,406,454,369,2696
1933,575,558,113,497,1641
1924,3496,2797,1207,3111,757
1590,2439,2493,2025,1655,1532
2264,2966,1904,395,458,3380
2560,404,1134,1785,1409,2894
906,2481,2740,2121,846,2548
2912,406,2004,2998,2050,1303
1530,3364,1633,3195,2111,2472
1494,1435,2176,3264,2427,2583
1919,1918,3121,2253,525,2544
83,1617,834,1207,1394,2037
75,2166,2621,1940,701,2214
275,3116,2949,3457,1934,1573
728,150,2741,695,38,298
229,2835,2802,2594,186,1388
2608,3416,480,2130,133,756
822,1435,3341,2151,291,1494
1189,571,3114,2612,962,615
2723,1428,2402,894,1743,605
1904,1002,1071,1496,2264,933
3117,98,2141,2087,2521,1334
476,2474,2761,570,2223,1552
1617,3073,1067,1666,3208,2349
3031,2329,2677,424,645,203
95,2453,2158,2790,2267,1790
3396,1614,737,685,2161,3326
1445,117,1561,719,1146,638
2845,1388,2581,671,229,1267
242,3149,2660,790,3022,2528
2903,1469,3080,1939,1900,2133
1581,3150,1898,895,2744,2906
139,2869,92,1748,525,2662
1136,377,1586,1776,3062,1646
1216,1576,1868,3363,1809,390
1408,198,2167,3342,2937,1699
475,3321,1624,2412,3151,1244
1260,1833,1607,1759,1403,337
1330,3090,1829,2405,159,2401
3512,1430,907,348,1955,958
2202,2116,2524,919,838,3420
373,674,1458,3154,351,3093
2582,2130,2182,3416,2911,3463
23,3068,1846,2389,2185,2463
1436,1577,321,145,3140,574
1869,883,966,132,2944,3288
2794,615,2584,517,1731,571
533,1284,3277,1278,3308,356
342,518,1756,1050,630,267
2031,3237,2429,438,423,211
1487,2347,3184,3273,3153,2955
837,1668,2088,2043,1446,2156
2025,2787,1590,1257,1837,3387
3051,2702,2150,3328,2411,1661
24,1895,1993,1098,1828,3366
2214,1940,779,2578,1562,75
1909,3080,2743,2400,800,1536
193,1864,1588,1177,1367,3474
1846,3455,23,2969,3271,2032
1,653,869,3171,3091,2312
1525,825,1670,2755,2085,1896
664,934,1218,737,3396,2369
1859,115,536,1779,1339,2301
755,573,3293,1201,3441,1337
2318,567,747,1992,2872,3434
2065,2556,285,718,758,890
1783,1927,2420,1871,3348,1704
1058,2868,1513,2086,3335,2812
3286,1724,2019,2641,464,2785
889,2170,547,1979,654,2456
1987,515,71,2990,1884,2522
2293,2706,1681,1285,1877,1397
714,1558,1876,2549,1773,742
3197,2962,3033,300,521,1640
380,1279,897,2997,1961,2104
464,3337,2925,2634,3432,2019
607,2143,90,3438,3123,2000
595,2202,2069,429,51,839
3285,1543,2728,606,88,1016
586,81,1495,3114,1983,1775
1427,2276,2839,1842,3188,2073
3183,1507,1439,244,930,486
25,1741,856,1841,630,1566
1503,3509,1322,2180,1092,223
544,262,2074,1666,860,2349
981,1286,136,49,610,121
2160,3482,538,3210,2393,3254
2098,2721,1619,2700,2336,855
1868,1702,1249,1809,1971,3021
819,2440,2121,1081,2311,266
481,916,2791,3007,152,1375
3092,2682,2957,143,1991,245
2692,890,579,285,195,1325
2362,652,2415,2237,46,3078
790,1128,2675,2595,1990,242
2991,2984,1522,212,969,1193
1748,1969,3001,2511,2060,2869
2410,1965,2198,1446,1625,2156
2365,1052,1756,1816,342,2316
372,3041,310,2528,1468,3133
1479,1984,365,667,2200,2230
1621,2693,710,2022,3223,2018
2844,274,2530,1282,3179,3515
2790,1599,2453,2880,3479,620
935,2765,3380,2315,273,1466
2681,1103,3283,2252,2759,2275
1238,882,2352,2108,1037,3053
950,715,2730,1289,2290,3495
159,3162,432,578,149,282
1990,2895,2660,2468,790,683
2153,825,3079,1463,418,3085
645,2553,3399,2590,3031,2416
3452,1954,676,1319,2355,1126
861,1103,358,1202,3332,3118
3167,2167,1805,2398,3409,127
2671,655,2275,3283,3198,3173
143,2657,2458,3092,1991,2957
757,751,744,1036,531,3496
1720,2746,527,479,1812,1352
2861,1721,2754,2359,2808,2350
2847,148,184,302,415,3518
2296,698,264,1454,1729,2773
643,2307,1608,850,1778,1696
21,1708,2384,1420,2178,624
1946,1982,1492,2020,1537,1914
3269,1982,2917,1259,1499,3475
2658,890,2203,195,2278,1802
1466,2667,935,679,710,2022
936,2123,838,126,1915,2069
98,250,1607,468,1403,3520
454,2085,1525,832,2566,909
3308,1357,1033,2134,1284,2119
2447,1427,345,783,2216,2015
2709,1468,1105,3041,2476,1980
2336,2878,2653,205,2098,745
2763,1606,1714,2877,753,3343
944,2619,2411,1661,1656,3425
2027,2988,2276,3485,1589,1794
795,2768,328,1470,1130,1287
2174,1980,1373,2891,2709,1154
2637,2825,1877,1654,1397,2711
2173,311,2401,2191,2405,3090
2019,3286,3261,3406,561,32
1373,2699,2476,1980,3036,2705
2161,119,236,437,737,1793
1397,2843,2706,3415,2825,2222
1654,1214,1239,2825,3126,2454
797,1591,2770,3398,2484,1529
1866,1437,3355,817,69,1163
1261,1637,411,1209,1236,3379
1505,1442,1649,2057,3307,2152
2950,368,1483,557,980,308
2201,2902,2823,2163,2338,3070
2224,1051,2461,1264,416,568
1620,3136,2298,316,3182,1701
2653,673,3061,1197,1619,2336
1876,1560,961,2487,714,449
2585,182,2402,894,1515,2367
1722,680,1821,686,1972,2361
3527,1836,849,532,712,1694
1188,572,834,2801,3189,830
1595,2223,2036,227,1133,1331
88,172,2409,2644,3285,3385
1832,1632,2744,3131,1898,264
1369,1635,2673,715,2046,3495
2001,241,2997,1217,733,2034
2493,149,546,1590,3162,1257
1120,1712,3295,1175,2849,2925
2887,423,1511,3237,978,1311
1677,917,2981,3133,1468,1153
2940,868,805,260,2807,2751
1757,1213,1701,226,2298,3242
2225,764,2270,1882,1648,225
2934,605,2543,2332,1428,3268
1417,846,3082,3239,2572,906
38,1630,2542,2112,2580,728
2280,1276,3065,1291,1355,2209
2400,2622,3202,1404,1536,2436
1581,2284,2729,1832,2597,1898
2857,2941,1792,1063,950,715
2684,3426,3415,1280,527,479
951,3521,2778,1169,2829,327
1739,3247,1101,3233,5,1673
2970,1165,2075,325,3281,2043
3224,3101,2005,1823,1187,2824
3231,260,3275,2434,868,2736
548,2789,993,3109,693,2090
1660,452,472,803,3258,1817
1194,2803,2808,57,2685,1721
1670,418,1610,2626,949,825
647,3476,2291,3212,1569,1407
62,1753,1815,2430,1509,1405
840,3002,2504,1255,1340,1707
3332,2252,3412,1103,1750,2671
545,1544,774,1528,114,1777
2036,2223,1626,779,2588,2474
617,2774,1638,1173,1460,3489
2701,2877,3343,1714,1521,354
2371,3097,2348,3291,791,1413
1653,2670,395,1802,3380,2315
1017,2236,1174,945,739,2406
272,1387,3052,2956,2498,428
2704,3067,1130,1287,3207,3472
3387,2787,3250,2002,2618,2478
3206,1529,3423,3443,2713,1591
3086,1611,1571,3303,1059,63
2555,3,1142,1498,1378,1386
3447,1454,2296,45,2687,2326
2762,1772,2563,1460,3489,2781
1188,1493,1205,3009,1849,1893
2028,942,1073,1008,1118,1384
3201,3051,2245,2008,2012,3013
257,2747,1113,3521,3300,327
1246,3436,858,2110,192,1678
1270,2840,2473,1738,742,294
2942,1460,1406,1772,2774,2310
574,2241,1488,431,321,791
2056,255,1380,3456,1972,3329
1164,456,613,2978,3367,3139
169,1097,3286,13,1724,2634
1746,137,3526,281,2071,1585
2618,2002,2928,2769,1257,3387
750,3442,2452,109,330,1831
2509,1025,2752,548,2893,693
2158,2669,620,2591,1599,2453
1375,2168,2656,335,3007,1365
2171,3388,2979,3297,3060,164
1529,3206,1443,1582,188,983
2188,2612,571,3132,1023,517
2824,2451,1579,383,3101,772
3044,661,1238,2112,912,263
3111,1587,2184,2568,1924,3236
1212,1592,2251,1232,2386,64
1352,861,577,1720,286,112
1281,802,2061,2565,305,1925
531,1205,834,83,1188,2726
186,1148,2581,1056,1735,229
1194,2754,212,57,1627,1522
1021,252,792,2022,1304,2018
568,789,1963,938,660,2364
2827,72,2423,2965,2302,957
3191,805,868,510,2736,2196
2953,2754,436,1194,2861,2685
3294,1880,684,1155,1131,1301
1343,3256,180,2475,1200,1822
689,2094,2067,603,592,3262
3335,2510,2868,60,2633,498
189,318,2836,2910,28,2435
60,582,2510,364,340,1978
1046,425,2930,1099,488,2385
16,1231,3376,2099,1685,1852
2984,2991,2430,2140,3422,62
1517,458,2820,3510,1923,2966
2261,1424,895,965,2906,3488
1680,1986,2818,1923,1412,1517
3329,266,255,2103,1027,2440
1474,2371,73,3050,1957,1488
3124,2338,3163,2718,2201,1854
2795,1187,383,3101,1647,2750
2706,2454,2712,2843,1654,2711
1114,3351,3450,548,2144,3109
2806,2965,2259,2423,2523,2923
3448,2322,3377,2266,128,2441
327,1635,1169,1659,2747,2562
2445,2108,3459,243,2352,946
3467,184,700,2847,633,54
1528,329,553,2053,545,703
2217,50,3058,79,3087,2550
3302,3517,3487,1036,1574,487
2581,3410,1388,3411,2866,186
2126,28,1423,189,2813,723
1547,2137,3186,389,3081,2262
2486,1131,2292,456,1994,2274
2276,2988,3188,2646,2897,598
460,2999,2780,1270,2549,742
839,752,1219,595,508,2864
387,1702,1868,2482,2333,1216
3525,2711,2825,2222,1389,2454
2668,1171,2530,1282,1594,1549
2930,2594,229,1267,3325,1046
1021,2229,1012,3470,679,1426
700,2686,2831,1902,184,302
1445,1088,1272,1516,1225,1789
3295,2437,3278,1712,2953,2733
3026,2370,306,1283,503,636
454,870,2050,1303,556,1083
1419,1473,2366,632,3458,768
750,2479,2272,2345,731,1952
1545,663,491,2888,1318,898
3043,8,1711,3354,1217,1252
3193,1580,439,1370,3218,1462
2745,1687,238,1055,1792,950
1681,2077,3228,1877,2309,953
3336,3344,2936,3015,2070,1827
3447,2234,821,2865,1795,3107
2685,1895,436,2808,2350,3012
1262,2499,811,970,1878,3222
1989,1505,2029,1515,1520,2244
30,1258,752,593,1219,2841
3107,45,2860,3447,637,943
3030,186,749,2835,3427,3410
904,1383,887,1975,3223,1000
2086,2554,2633,1531,2812,2510
2598,2511,1748,2662,92,1969
1775,1950,962,4,81,3114
373,1398,2283,2131,2115,1912
2536,2483,747,2318,2912,2630
1758,1395,2879,1087,1542,3168
937,371,901,786,975,1172
2386,199,3497,1592,564,2248
210,765,234,1782,1839,2994
1606,2763,301,2701,1129,1521
1865,2700,2098,745,709,1967
1667,1542,2873,265,1758,194
1599,831,2669,3060,2790,164
2305,485,2563,1772,1650,1920
3502,2989,1305,410,235,1316
3318,845,926,3141,3217,1269
2375,2952,3370,755,573,3468
2492,3180,2084,604,720,844
3352,434,2243,126,804,2967
2734,1173,2093,978,1311,617
1482,1318,648,2854,627,663
583,1170,1441,1564,1704,646
790,1682,2895,3149,2507,1346
3485,1154,1589,3244,2705,2174
2313,220,974,2055,847,2169
693,3103,2789,2509,3085,1896
1134,1409,3057,947,2571,1283
2675,1346,2890,1596,2468,790
2089,446,2470,350,2949,1934
1917,598,1820,2839,1941,2988
68,1467,1436,2129,1240,26
835,1405,1061,215,466,1753
2958,2353,3469,1243,1745,3299
1812,998,1240,1720,26,112
3524,2718,2338,3070,385,2183
2596,867,3080,1939,2400,349
1816,3259,1052,2561,20,1343
1328,702,717,2277,691,880
698,895,1898,1424,2597,2819
513,1750,1874,1583,491,2252
1518,985,1641,1524,113,1639
3357,956,1578,3274,727,42
2435,2128,189,775,2813,915
3463,2026,2182,3462,2608,2480
2573,2998,2536,406,747,2872
3034,47,1517,388,3488,3510
135,623,821,402,1795,3465
852,1094,1584,1623,1958,2356
3027,235,3502,952,1908,1539
1259,2212,2691,1295,3269,1250
1651,312,1929,2974,1327,1095
1616,542,3135,2921,1086,1345
2040,185,1776,254,2535,1646
1345,1414,2919,3464,542,1200
1527,558,3362,497,1376,1811
2259,2523,2827,1600,2965,2423
923,2494,3330,969,3355,1193
1175,3432,1712,2641,2733,464
889,2938,1042,3138,3005,766
35,836,781,2308,2490,3135
1257,3466,149,2787,282,2002
2512,721,3266,2540,1115,3230
488,2845,2289,3325,2815,1046
2239,2564,303,2140,1250,141
3323,2330,276,1860,1068,1450
1465,649,2035,903,2547,1335
2739,2190,3268,2543,3160,3089
41,3285,519,172,2943,2039
1943,381,2859,3344,1827,448
1699,1113,2601,424,203,198
2926,2138,3005,766,814,1848
1824,331,1649,3032,65,1248
683,2736,1990,355,805,260
2745,3229,3018,1369,1063,715
2781,1907,1406,1772,1422,485
440,1344,519,41,2935,827
2029,3288,966,1989,552,2611
2027,2263,178,3485,3244,1734
649,808,1124,1736,3381,370
1714,431,145,321,3343,1280
3346,448,381,204,3384,780
1930,1934,2470,2896,2579,275
2717,589,1483,557,968,784
2455,1469,658,2426,2545,2495
2884,536,3468,1859,1725,573
2808,1194,3278,3295,2849,436
1470,1210,638,117,999,3253
417,2347,360,1848,766,3444
1851,428,2102,2767,1288,272
1991,3292,2657,2442,2682,3099
2900,2447,843,155,3469,1243
592,1961,3514,380,932,1932
389,2986,3150,2433,2137,2042
1269,3465,3318,1338,135,430
142,2639,1780,1605,3033,300
434,2169,1915,2045,220,61
1942,1448,2321,3255,1400,2469
314,72,2827,2806,1921,2523
1923,2570,458,3380,2818,273
1147,126,3352,3011,2886,936
886,1891,3234,1078,1955,687
3240,2032,2624,105,1846,421
2749,2515,3281,2075,325,1628
863,901,3015,2466,937,268
208,3219,298,2247,397,2403
787,1856,1564,70,392,1234
1095,2346,1321,2918,1651,387
3314,841,482,2209,213,2526
1319,2000,704,1954,2143,3460
2041,1326,972,1734,39,1452
3367,206,3048,2784,1164,1306
1568,2792,2139,2171,831,3060
1574,1064,896,3517,2407,2834
1153,1677,1603,2735,1263,1105
512,3136,3182,853,1701,101
733,897,1514,1116,807,1807
2140,2817,2661,2991,303,969
1791,2491,2487,1804,449,3199
2960,885,2433,407,389,678
1223,2306,1593,322,3209,1578
2027,2703,2839,2276,1917,2897
3225,2882,451,399,1305,410
910,2522,3035,2636,1392,1987
2661,212,2817,2984,107,3422
2096,2391,1215,3338,3070,2183
59,532,3108,784,849,1332
1208,2266,210,2441,765,2876
1988,124,1158,359,442,768
484,707,3226,492,1300,1872
897,1279,733,2640,2731,2001
836,2004,2912,2573,2558,747
2840,460,1270,122,1534,994
1349,332,1985,2100,3386,2279
1604,2060,3071,634,2662,1969
2758,3159,1340,1707,1885,609
3313,240,1548,3276,1690,651
3025,1600,2414,1367,455,659
1042,814,1365,2938,1728,2926
399,2013,3225,959,743,2538
1365,916,2656,2791,814,763
305,478,3429,2120,741,802
3189,1893,2775,1548,3276,1188
2228,719,2219,1516,817,69
288,936,2967,3420,1147,1966
3366,2350,1895,3210,2861,3373
3522,2008,3201,2175,815,2777
465,946,882,3178,2108,3430
2466,2971,2859,2070,268,3336
1031,3108,1694,849,3155,3129
636,2179,3026,1089,1308,1358
1063,2497,2320,2941,338,3229
2258,1069,2272,376,731,1568
953,3400,1239,2003,3228,3481
1444,1249,1971,1814,2654,2341
2528,310,1786,2595,242,522
1135,824,1647,1237,383,422
146,3127,1669,2095,1922,3306
2313,3004,1588,576,1367,455
2850,1308,3175,3017,636,306
463,2916,1908,1539,295,1039
1863,2204,2079,53,1557,445
3508,1686,1010,2520,920,633
2175,2866,3427,3410,1956,3522
2590,1597,2677,424,2553,1139
1649,1442,740,1813,2939,331
1371,1780,1640,3077,2639,2962
2913,2516,3510,1117,2326,388
1140,1392,858,230,2990,2522
2162,2476,469,1373,3497,2709
1570,87,248,2373,723,665
1362,355,2412,1009,3519,1624
392,1381,3363,1856,997,447
427,1906,995,2100,3386,3158
1980,2665,372,2699,735,1468
161,1043,1230,754,3405,1633
608,2855,100,1244,1711,3354
2796,2112,882,1238,38,465
9,846,1959,3473,1179,2481
1785,1229,362,1059,1134,426
111,3347,1691,879,823,1315
1306,984,2978,347,206,1150
1781,857,1698,803,2184,3236
1867,1488,2822,2241,1474,1330
2619,2777,2150,3328,2245,2008
662,2498,2767,521,272,1298
2352,3493,1037,151,2672,2062
549,1463,2090,3334,2153,103
1314,443,881,2218,3428,1841
888,3205,853,512,2413,3389
362,2894,899,1134,859,947
3505,2285,3087,3170,2833,2217
1973,397,1706,3430,3178,208
831,164,2792,1599,2979,2880
8,1619,280,2721,2034,673
1586,2495,3433,658,377,2599
43,1612,187,987,879,1315
1221,3499,2007,2217,382,1084
2164,2742,730,2280,614,1355
76,2056,3450,346,1342,2125
446,2768,2254,3207,253,3472
2609,2265,2185,2463,367,1026
497,1429,1501,1231,575,3362
2183,2163,2902,2992,2718,2391
634,924,3001,539,1604,97
486,1233,3454,2337,1507,1090
1873,2589,1157,2349,1020,3208
1725,893,536,2031,438,1339
778,3197,77,1298,138,33
1027,3439,131,1081,506,266
1780,1371,3317,3033,585,927
925,2415,2659,2362,652,971
1411,418,3307,2152,2676,2153
2622,1909,2400,1900,2903,2596
2262,3083,2837,703,3186,344
3239,1949,2740,726,906,299
3081,1598,2235,2295,3186,344
494,1749,2339,1491,467,1970
1463,1896,2893,825,693,2676
1801,2771,1571,3303,1059,63
3058,2323,3505,801,50,2833
3106,2226,900,1376,657,1811
3160,639,1553,2190,2281,2934
2604,1688,159,2401,2191,578
3171,2533,2142,2625,67,869
2657,143,2682,245,3102,270
1912,351,373,3211,2607,3435
2283,1960,1398,788,2871,231
1941,2041,591,1917,12,178
535,3235,66,547,258,654
1390,2764,941,3382,3291,1413
2165,699,1417,2059,3239,1138
2442,1402,3166,1991,1563,1947
2188,916,3132,481,2106,928
3119,1823,2750,1579,2795,2824
270,245,482,143,213,3092
2893,832,319,2085,1896,2509
2353,1281,570,3243,1552,3501
627,1755,782,1482,3421,2205
3088,394,900,657,1376,2544
2208,670,2865,2234,943,2860
3016,1031,849,543,59,2993
548,1323,2752,3351,993,2826
2416,3374,2206,2553,21,36
3302,2797,3311,3496,2184,2568
2360,143,1803,270,1774,2458
609,461,3159,2270,1716,1764
2584,81,962,615,2870,586
1513,1386,3335,2540,2328,2512
2579,1438,1934,1573,253,2287
2587,734,1709,1186,2141,2521
2275,1254,1202,163,1103,2679
1823,3101,687,3414,1579,1715
2023,833,2354,1278,871,3128
525,2253,1167,2576,1199,1919
1778,2231,1878,1659,2307,2562
2000,2508,2642,607,705,694
277,2823,1074,1396,1854,2201
2059,1742,2165,96,1478,63
1497,1007,1239,3400,1214,2712
146,3024,1993,2095,550,2431
871,992,2354,1449,3120,1004
477,3155,144,511,1694,3016
1718,1510,1490,1992,3434,1997
1632,2446,1832,2729,1099,2385
571,1440,3100,2106,2794,2188
1468,917,1677,2665,2735,310
2446,1377,130,1235,990,402
1086,2308,35,2919,2927,542
2298,2982,2720,316,3182,1701
1358,940,664,1506,1218,2155
1979,766,2926,3401,889,2635
1350,3449,456,2486,613,2784
1436,68,574,941,2610,3291
926,1159,2883,1121,845,1713
2269,91,3391,1399,1875,2286
1210,1130,1810,3207,2552,1504
1234,2343,2392,1856,447,1246
2226,1685,1811,16,1376,2816
2250,872,1400,1226,656,1942
717,702,2474,1626,1925,2565
100,3446,603,608,812,3262
2507,2595,372,2890,790,2528
2433,2960,2597,1581,2042,895
1244,534,608,812,475,2602
1556,2138,928,3444,763,360
3184,3238,1551,1487,3395,1432
1458,2038,739,2607,1174,674
3129,218,1995,3016,1031,511
99,1379,1684,2194,1761,2052
3158,1594,218,427,1162,3164
3157,1594,995,1282,427,3040
1716,3002,1885,609,3113,2488
3089,601,3268,2281,2934,1209
3171,1798,200,653,2324,1806
1829,2674,546,159,2732,149
3270,1854,2823,223,2338,1372
543,1031,1594,1171,218,3157
2309,1808,948,2077,2320,541
1563,2187,1150,2114,3099,2442
2680,1705,1805,2398,1843,640
1965,1087,1395,566,2873,296
1038,1840,863,1486,2466,217
2285,3505,1623,3058,852,1048
3091,3161,2142,2625,200,653
1897,2220,500,1502,777,56
283,3198,2521,655,1334,2681
1196,476,3246,3469,1595,3299
306,891,3221,3026,1546,1308
628,987,187,1575,2232,3498
1104,1806,2063,653,1798,2312
150,3430,465,3014,397,3059
1137,2530,3397,274,246,2668
2885,2477,844,1399,1887,720
1476,2045,3526,61,500,777
101,316,2324,2982,1151,3136
2647,537,1439,244,2011,3483
3153,2347,1551,1487,3444,2616
1790,3211,1489,3435,95,420
3322,2837,2235,1547,3083,3081
1768,1818,386,55,2127,1475
598,2015,2839,2557,2646,1427
3009,830,1188,2726,3282,1548
3457,516,275,413,2505,705
2807,1830,868,510,954,3245
3507,471,1796,1366,1464,2417
2856,3413,439,1370,1049,905
377,1526,2545,2495,1926,1471
2111,989,1847,2574,2450,1530
3358,401,1737,873,762,2186
3075,2639,521,33,1640,1298
3173,1254,2275,1334,3520,2681
2233,19,1804,1791,2985,125
467,449,1773,1749,1876,1791
1118,2777,2012,3522,3013,2028
2436,1093,904,2743,1404,2109
1558,1874,2395,294,1096,513
530,1472,439,2148,905,878
3056,1351,2413,3389,1001,724
2770,2793,3443,1529,1999,188
1810,1130,2254,3143,3067,2768
1067,1020,2589,173,3073,2080
1223,1578,3423,2987,1609,956
3373,3254,3012,3366,2652,3482
3185,1790,3435,622,3093,1912
2291,78,3476,2756,1535,1740
724,878,2422,1265,1351,2408
1892,269,806,197,226,1057
800,1080,3419,3360,94,1909
1964,1033,1532,7,1357,1858
1269,2531,2883,55,845,1475
1451,439,732,1580,530,2856
1615,2972,695,339,298,2247
2502,201,2304,3429,1143,741
1409,1546,2327,3175,2560,306
3470,40,970,792,2499,2862
1000,710,1621,2867,1383,2667
2750,1823,72,2005,293,314
959,2989,2149,3006,451,399
3449,1350,2996,1300,1302,492
2127,588,2375,711,386,1336
1877,1654,2858,1239,3020,953
2941,951,2497,1169,3018,1369
3372,1115,3494,721,2929,165
2751,2434,205,1197,2336,3275
2200,1407,1984,1671,1364,2291
1906,2748,995,3247,3515,1673
1891,1955,2968,3284,907,886
3096,445,258,654,1771,1014
799,2184,857,1587,3049,2797
29,438,1311,2615,2734,423
3153,3395,1432,1178,3477,1551
1949,3082,1417,2740,699,3098
2969,3494,1846,421,2185,3372
3356,2357,754,1652,580,396
2189,226,848,1757,1892,2737
2061,3501,3421,3104,2205,1281
1005,1154,3485,2891,2263,2945
510,3478,1830,1040,3191,3480
1962,1595,3174,227,1196,1855
1739,2748,1906,3233,876,612
1387,632,3437,3451,1473,528
728,1843,1630,2136,82,1705
2478,2769,3387,1837,1119,2787
908,1947,1739,1774,1101,1402
2267,2453,759,3479,2591,622
638,999,2228,2387,156,2954
621,3210,2160,1828,3366,2652
2469,2321,3277,1942,384,2964
1052,2365,2810,1343,3464,1200
1615,640,214,2136,975,1705
785,1817,1660,2753,224,2289
2475,2904,1593,1343,727,20
1309,3486,2554,2024,1531,982
3406,1051,2708,938,32,2467
1416,603,689,100,2811,3148
1383,273,1986,710,1923,935
794,1435,247,2575,2151,1494
1936,1263,1603,1149,1044,2981
721,2428,2540,2929,2215,1498
2174,296,2081,1589,1087,1794
1125,601,2934,3160,605,2739
2691,555,2212,3475,219,2917
2149,3163,2338,1372,385,959
23,31,2624,1459,3455,820
1764,764,1297,2193,138,33
1062,1487,2616,1432,3184,3153
42,2485,259,1857,2909,956
2425,954,2751,868,205,3231
1548,696,3009,3003,1893,240
384,3308,533,2613,3255,2469
2953,191,2849,436,1098,2437
2212,3330,555,141,650,923
496,85,666,2297,816,1102
2075,1628,692,2970,1133,2515
1548,820,3189,3313,830,31
655,2459,2671,2681,1583,2252
1955,1430,3234,1891,2605,1245
2644,2935,2728,606,519,172
2634,2708,2785,2019,13,561
46,271,652,2021,2659,1227
2944,1074,277,883,552,2611
1318,1143,1482,474,1755,201
3461,2376,1361,1324,562,9
791,941,574,2764,3140,3097
2442,2187,2957,3166,1991,1710
2629,134,755,711,3500,3441
2274,2809,1155,1880,684,1131
2849,1627,2953,2733,1194,1120
1882,209,780,514,3403,2225
2792,1922,3388,1669,1662,164
1299,1763,2016,2194,828,320
1552,3469,476,2353,3174,2900
327,203,1889,2778,2329,1113
2242,1070,670,1838,1121,444
2834,3111,3487,1036,3311,3496
63,1611,1742,3086,738,2771
1886,1444,666,626,1076,174
2032,352,1453,3455,3529,292
621,1922,2124,2095,2496,3024
2152,2244,2716,3079,1505,1411
3277,2697,1284,2119,2613,2469
1040,1185,3478,629,3245,473
3331,1354,2093,1091,1938,1144
3487,2184,1781,3111,2513,3302
851,3357,2561,20,2049,291
3003,31,3282,292,1548,651
713,2975,964,1355,482,2209
2393,1363,1650,2160,1974,2124
1686,1332,3527,1082,532,341
922,3077,1780,251,599,585
135,2883,1665,2961,1269,926
1929,1115,2328,2512,914,1651
2071,576,455,137,2055,2786
475,2602,2412,1307,15,1353
3186,1547,2207,1273,1242,2235
2932,1860,276,457,854,2330
961,3476,1560,334,2404,647
2289,229,1817,2930,1148,2845
685,1614,2592,1168,3396,1865
49,1032,1901,1286,677,1248
2411,2245,3051,192,2619,1678
2821,3456,255,2103,2783,251
3279,3355,650,923,1866,2924
1311,29,3310,278,2093,1938
2759,358,3412,1103,1697,2679
1447,3413,823,287,1156,1102
2153,2367,1411,3054,182,549
3115,2812,1513,2633,498,2328
3344,2859,268,2247,3015,339
2641,789,3432,1744,2019,3406
3448,2096,2992,1215,116,14
1951,676,2537,3452,1391,1645
40,600,1696,1012,850,1733
2151,495,1916,2030,2583,822
1550,198,1408,2601,2010,520
1714,2763,1280,354,3426,2947
3336,2859,1943,2936,2247,2403
2532,3511,684,1663,1131,1245
1652,2948,2357,3384,780,3403
3047,625,823,287,1315,108
1931,2420,769,1927,1511,2632
2331,797,1333,1582,450,502
2437,2091,191,1613,1455,1266
2826,2419,2144,3109,1692,1323
1512,2886,804,2967,120,1147
1151,976,316,1798,3182,2720
1244,1252,2855,3519,3043,1624
3330,1163,2714,2494,1866,2924
662,3241,580,396,1077,77
3312,2909,727,42,20,2049
2213,3196,762,1737,873,2186
3516,2549,334,961,714,460
1900,1909,505,3215,2455,1080
1039,2435,463,761,1523,318
1811,1231,2922,16,497,3069
997,390,2600,3039,392,1216
2574,1973,3405,504,1633,2111
1366,179,1883,2192,471,1145
3012,1828,1895,3210,2620,3254
2978,1998,1306,2282,613,2784
1423,3513,1570,723,3471,665
2058,2018,2132,1770,1621,252
3468,1336,2884,1509,2375,2358
1643,1703,1356,2380,1894,931
3230,421,3494,721,3240,996
1006,3210,2350,3482,1144,3012
2206,2383,3110,499,36,786
751,565,1762,744,1849,1689
1852,869,2816,1066,2099,2533
128,116,1183,3448,2828,94
2097,857,1073,3404,140,799
1643,411,2504,1261,1340,2715
273,395,2966,2670,2570,2765
734,1124,80,808,1618,2946
86,1413,3097,1449,1390,1004
1518,2408,170,2078,1047,2422
2357,381,161,3346,290,2948
1932,2409,1961,88,2104,2728
435,2100,427,1349,3000,3040
1837,2769,2618,2478,2787,3250
2171,2792,1669,3297,1834,1024
2148,724,888,256,3205,3056
1333,2331,1565,610,3349,1443
2159,2286,3506,3142,844,1399
1055,2378,1687,2159,2286,1192
1799,688,131,1268,590,3439
656,1935,2134,1226,2119,872
1178,1551,453,2211,3238,3153
2369,2592,2627,709,737,685
1998,246,3179,6,1137,1206
2484,502,2713,979,797,3417
2460,2416,2677,1420,645,1195
1239,3020,1007,3126,3481,963
417,3138,766,1979,1848,2926
3416,304,2182,1310,1862,177
864,780,1652,1882,3346,3296
1698,857,2097,3378,1735,1056
1633,1706,3042,3364,1043,1973
938,3261,2019,2708,789,3337
1447,102,2381,626,1691,816
1119,708,3528,2157,7,2478
1538,1805,1408,123,2167,2680
1956,2835,232,3030,3411,2866
1388,232,955,2835,746,3410
1697,1750,898,3332,2759,2117
3333,3193,1049,905,287,1156
1715,293,3119,1823,687,3224
527,2222,1397,2746,2711,3426
3402,2582,2608,2182,1310,133
979,809,2240,502,3398,977
1871,1726,1783,1141,419,921
94,379,3215,128,800,767
838,1966,2524,3011,2606,936
2205,736,3105,3243,782,3501
107,62,1779,2817,2991,2301
3443,2770,3209,1223,1591,1609
2147,549,1125,894,2367,2197
